gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,average_score,performance_level,pass_status,reading_math_gap,average_score_z,outlier_status
male,group e,some high school,standard,none,82,67,61,70.0,medium,pass,-15,0.15644229774192447,normal
male,group c,some high school,standard,none,62,64,55,60.333333333333336,medium,pass,2,-0.521910966988307,normal
female,group b,bachelor's degree,standard,none,97,97,96,96.66666666666667,high,pass,0,2.027761648721874,outlier
male,group b,some college,free/reduced,none,75,68,65,69.33333333333333,medium,pass,-7,0.10965931396742541,normal
female,group c,bachelor's degree,standard,none,65,79,81,75.0,medium,pass,14,0.5073146760506649,normal
male,group b,high school,standard,completed,52,49,46,49.0,low,pass,-3,-1.3172216911547856,normal
male,group c,associate's degree,free/reduced,none,87,73,72,77.33333333333333,medium,pass,-14,0.6710551192614101,normal
female,group c,associate's degree,standard,none,53,62,53,56.0,low,pass,9,-0.8260003615225489,normal
female,group e,master's degree,free/reduced,none,81,86,87,84.66666666666667,high,pass,5,1.185667940780897,normal
male,group d,bachelor's degree,free/reduced,completed,39,42,38,39.666666666666664,low,fail,3,-1.972183463997768,normal
female,group c,some college,standard,completed,71,71,80,74.0,medium,pass,0,0.4371402003889169,normal
male,group c,associate's degree,standard,none,97,93,91,93.66666666666667,high,pass,-4,1.8172382217366299,normal
male,group d,some college,standard,completed,82,82,88,84.0,high,pass,0,1.138884957006398,normal
male,group c,high school,free/reduced,none,59,53,52,54.666666666666664,low,pass,-6,-0.9195663290715466,normal
male,group b,associate's degree,standard,none,61,42,41,48.0,low,pass,-19,-1.3873961668165338,normal
male,group e,associate's degree,free/reduced,completed,78,74,72,74.66666666666667,medium,pass,-4,0.48392318416341595,normal
male,group c,associate's degree,free/reduced,none,49,51,51,50.333333333333336,low,pass,2,-1.223655723605788,normal
male,group b,high school,standard,none,59,58,47,54.666666666666664,low,pass,-1,-0.9195663290715466,normal
female,group c,some college,standard,completed,70,72,76,72.66666666666667,medium,pass,2,0.3435742328399197,normal
male,group b,associate's degree,standard,completed,82,84,78,81.33333333333333,high,pass,2,0.9517530219084026,normal
male,group e,associate's degree,free/reduced,none,90,90,82,87.33333333333333,high,pass,0,1.372799875878891,normal
female,group c,bachelor's degree,free/reduced,none,43,62,61,55.333333333333336,low,pass,19,-0.8727833452970475,normal
male,group c,some college,free/reduced,none,80,64,66,70.0,medium,pass,-16,0.15644229774192447,normal
male,group d,some college,standard,none,81,82,84,82.33333333333333,high,pass,1,1.0219274975701507,normal
male,group c,some high school,standard,none,57,61,54,57.333333333333336,low,pass,4,-0.7324343939735513,normal
female,group d,some high school,standard,none,59,72,80,70.33333333333333,medium,pass,13,0.1798337896291735,normal
female,group d,associate's degree,standard,none,64,76,74,71.33333333333333,medium,pass,12,0.2500082652909216,normal
male,group c,bachelor's degree,standard,completed,63,64,66,64.33333333333333,medium,pass,1,-0.24121306434131506,normal
female,group e,bachelor's degree,standard,completed,71,70,70,70.33333333333333,medium,pass,-1,0.1798337896291735,normal
female,group b,high school,free/reduced,none,64,73,71,69.33333333333333,medium,pass,9,0.10965931396742541,normal
male,group d,bachelor's degree,free/reduced,none,55,46,44,48.333333333333336,low,pass,-9,-1.3640046749292842,normal
female,group e,associate's degree,standard,none,51,51,54,52.0,low,pass,0,-1.1066982641695413,normal
female,group c,associate's degree,standard,completed,62,76,80,72.66666666666667,medium,pass,14,0.3435742328399197,normal
female,group e,associate's degree,standard,completed,93,100,95,96.0,high,pass,7,1.980978664947375,normal
male,group c,high school,free/reduced,none,54,72,59,61.666666666666664,medium,pass,18,-0.4283449994393098,normal
female,group d,some college,free/reduced,none,69,65,74,69.33333333333333,medium,pass,-4,0.10965931396742541,normal
male,group d,high school,free/reduced,none,44,51,48,47.666666666666664,low,pass,7,-1.4107876587037833,normal
female,group e,some college,standard,completed,86,85,91,87.33333333333333,high,pass,-1,1.372799875878891,normal
female,group e,associate's degree,standard,none,85,92,85,87.33333333333333,high,pass,7,1.372799875878891,normal
female,group a,master's degree,free/reduced,none,50,67,73,63.333333333333336,medium,pass,17,-0.3113875400030627,normal
male,group d,some high school,standard,completed,88,74,75,79.0,medium,pass,-14,0.7880125786976574,normal
female,group e,associate's degree,standard,none,59,62,69,63.333333333333336,medium,pass,3,-0.3113875400030627,normal
female,group e,some high school,free/reduced,none,32,34,38,34.666666666666664,low,fail,2,-2.3230558423065086,outlier
male,group b,high school,free/reduced,none,36,29,27,30.666666666666668,low,fail,-7,-2.6037537449535004,outlier
female,group b,some high school,free/reduced,completed,63,78,79,73.33333333333333,medium,pass,15,0.3903572166144178,normal
male,group d,associate's degree,standard,completed,67,54,63,61.333333333333336,medium,pass,-13,-0.45173649132655885,normal
female,group d,some high school,standard,completed,65,78,82,75.0,medium,pass,13,0.5073146760506649,normal
male,group d,master's degree,standard,none,85,84,89,86.0,high,pass,-1,1.279233908329894,normal
female,group c,master's degree,standard,none,73,78,74,75.0,medium,pass,5,0.5073146760506649,normal
female,group a,high school,free/reduced,completed,34,48,41,41.0,low,pass,14,-1.8786174964487703,normal
female,group d,bachelor's degree,free/reduced,completed,93,100,100,97.66666666666667,high,pass,7,2.0979361243836223,outlier
female,group d,some high school,free/reduced,none,67,84,84,78.33333333333333,medium,pass,17,0.7412295949231583,normal
male,group d,some college,standard,none,88,77,77,80.66666666666667,high,pass,-11,0.9049700381339045,normal
male,group b,high school,standard,none,57,48,51,52.0,low,pass,-9,-1.1066982641695413,normal
female,group d,some college,standard,completed,79,84,91,84.66666666666667,high,pass,5,1.185667940780897,normal
female,group c,bachelor's degree,free/reduced,none,67,75,72,71.33333333333333,medium,pass,8,0.2500082652909216,normal
male,group e,bachelor's degree,standard,completed,70,64,70,68.0,medium,pass,-6,0.016093346418428283,normal
male,group d,bachelor's degree,free/reduced,none,50,42,48,46.666666666666664,low,pass,-8,-1.4809621343655313,normal
female,group a,some college,standard,none,69,84,82,78.33333333333333,medium,pass,15,0.7412295949231583,normal
female,group c,bachelor's degree,standard,completed,52,61,66,59.666666666666664,low,pass,9,-0.568693950762806,normal
female,group c,bachelor's degree,free/reduced,completed,47,62,66,58.333333333333336,low,pass,15,-0.6622599183118032,normal
female,group b,associate's degree,free/reduced,none,46,61,55,54.0,low,pass,15,-0.9663493128460451,normal
female,group e,some college,standard,none,68,70,66,68.0,medium,pass,2,0.016093346418428283,normal
male,group e,bachelor's degree,standard,completed,100,100,100,100.0,high,pass,0,2.2616765675943675,outlier
female,group c,high school,standard,none,44,61,52,52.333333333333336,low,pass,17,-1.0833067722822918,normal
female,group c,associate's degree,standard,completed,57,77,80,71.33333333333333,medium,pass,20,0.2500082652909216,normal
male,group b,some college,standard,completed,91,96,91,92.66666666666667,high,pass,5,1.7470637460748817,normal
male,group d,high school,free/reduced,none,69,70,67,68.66666666666667,medium,pass,1,0.06287633019292735,normal
female,group c,high school,free/reduced,none,35,53,46,44.666666666666664,low,pass,18,-1.6213110856890276,normal
male,group d,high school,standard,none,72,66,66,68.0,medium,pass,-6,0.016093346418428283,normal
female,group b,associate's degree,free/reduced,none,54,65,65,61.333333333333336,medium,pass,11,-0.45173649132655885,normal
male,group d,high school,free/reduced,none,74,70,69,71.0,medium,pass,-4,0.2266167734036726,normal
male,group e,some high school,standard,completed,74,64,60,66.0,medium,pass,-10,-0.12425560490506792,normal
male,group e,associate's degree,free/reduced,none,64,56,52,57.333333333333336,low,pass,-8,-0.7324343939735513,normal
female,group d,high school,free/reduced,completed,65,61,71,65.66666666666667,medium,pass,-4,-0.14764709679231694,normal
male,group e,associate's degree,free/reduced,completed,46,43,44,44.333333333333336,low,pass,-3,-1.6447025775762765,normal
female,group c,some high school,free/reduced,none,48,56,51,51.666666666666664,low,pass,8,-1.1300897560567909,normal
male,group c,some college,free/reduced,completed,67,74,70,70.33333333333333,medium,pass,7,0.1798337896291735,normal
male,group d,some college,free/reduced,none,62,57,62,60.333333333333336,medium,pass,-5,-0.521910966988307,normal
male,group d,associate's degree,free/reduced,completed,61,71,73,68.33333333333333,medium,pass,10,0.03948483830567732,normal
male,group c,bachelor's degree,free/reduced,completed,70,75,74,73.0,medium,pass,5,0.36696572472716876,normal
male,group c,associate's degree,standard,completed,98,87,90,91.66666666666667,high,pass,-11,1.6768892704131335,normal
male,group d,some college,free/reduced,none,70,63,58,63.666666666666664,medium,pass,-7,-0.28799604811581364,normal
male,group a,associate's degree,standard,none,67,57,53,59.0,low,pass,-10,-0.6154769345373046,normal
female,group e,high school,free/reduced,none,57,58,57,57.333333333333336,low,pass,1,-0.7324343939735513,normal
male,group d,some college,standard,completed,85,81,85,83.66666666666667,high,pass,-4,1.1154934651191488,normal
male,group d,some high school,standard,completed,77,68,69,71.33333333333333,medium,pass,-9,0.2500082652909216,normal
male,group c,master's degree,free/reduced,completed,72,66,72,70.0,medium,pass,-6,0.15644229774192447,normal
female,group d,master's degree,standard,none,78,91,96,88.33333333333333,high,pass,13,1.4429743515406392,normal
male,group c,high school,standard,none,81,66,64,70.33333333333333,medium,pass,-15,0.1798337896291735,normal
male,group a,some high school,free/reduced,completed,61,62,61,61.333333333333336,medium,pass,1,-0.45173649132655885,normal
female,group b,high school,standard,none,58,68,61,62.333333333333336,medium,pass,10,-0.3815620156648108,normal
female,group c,associate's degree,standard,none,54,61,58,57.666666666666664,low,pass,7,-0.7090429020863023,normal
male,group b,high school,standard,none,82,82,80,81.33333333333333,high,pass,0,0.9517530219084026,normal
female,group d,some college,free/reduced,none,49,58,60,55.666666666666664,low,pass,9,-0.8493918534097984,normal
male,group b,some high school,free/reduced,completed,49,50,52,50.333333333333336,low,pass,1,-1.223655723605788,normal
female,group e,high school,free/reduced,completed,57,75,73,68.33333333333333,medium,pass,18,0.03948483830567732,normal
male,group e,high school,standard,none,94,73,71,79.33333333333333,medium,pass,-21,0.8114040705849064,normal
female,group d,some college,standard,completed,75,77,83,78.33333333333333,medium,pass,2,0.7412295949231583,normal
female,group e,some high school,free/reduced,none,74,74,72,73.33333333333333,medium,pass,0,0.3903572166144178,normal
male,group c,high school,standard,completed,58,52,54,54.666666666666664,low,pass,-6,-0.9195663290715466,normal
female,group c,some college,standard,none,62,69,69,66.66666666666667,medium,pass,7,-0.07747262113056885,normal
male,group e,associate's degree,standard,none,72,57,62,63.666666666666664,medium,pass,-15,-0.28799604811581364,normal
male,group c,some college,standard,none,84,87,81,84.0,high,pass,3,1.138884957006398,normal
female,group d,master's degree,standard,none,92,100,100,97.33333333333333,high,pass,8,2.074544632496372,outlier
female,group d,high school,standard,none,45,63,59,55.666666666666664,low,pass,18,-0.8493918534097984,normal
male,group c,high school,standard,none,75,81,71,75.66666666666667,medium,pass,6,0.554097659825164,normal
female,group a,some college,standard,none,56,58,64,59.333333333333336,low,pass,2,-0.592085442650055,normal
female,group d,some high school,free/reduced,none,48,54,53,51.666666666666664,low,pass,6,-1.1300897560567909,normal
female,group e,associate's degree,standard,none,100,100,100,100.0,high,pass,0,2.2616765675943675,outlier
female,group c,some high school,free/reduced,completed,65,76,75,72.0,medium,pass,11,0.2967912490654207,normal
male,group d,some college,standard,none,72,57,58,62.333333333333336,medium,pass,-15,-0.3815620156648108,normal
female,group d,some college,standard,none,62,70,72,68.0,medium,pass,8,0.016093346418428283,normal
male,group a,some high school,standard,completed,66,68,64,66.0,medium,pass,2,-0.12425560490506792,normal
male,group c,some college,standard,none,63,63,60,62.0,medium,pass,0,-0.40495350755206033,normal
female,group e,associate's degree,standard,none,68,76,67,70.33333333333333,medium,pass,8,0.1798337896291735,normal
female,group b,bachelor's degree,standard,none,75,84,80,79.66666666666667,medium,pass,9,0.8347955624721565,normal
female,group d,bachelor's degree,standard,none,89,100,100,96.33333333333333,high,pass,11,2.004370156834624,outlier
male,group c,some high school,standard,completed,78,72,69,73.0,medium,pass,-6,0.36696572472716876,normal
female,group a,high school,free/reduced,completed,53,50,60,54.333333333333336,low,pass,-3,-0.9429578209587955,normal
female,group d,some college,free/reduced,none,49,65,61,58.333333333333336,low,pass,16,-0.6622599183118032,normal
female,group a,some college,standard,none,54,63,67,61.333333333333336,medium,pass,9,-0.45173649132655885,normal
female,group c,some college,standard,completed,64,82,77,74.33333333333333,medium,pass,18,0.4605316922761659,normal
male,group b,some college,free/reduced,completed,60,62,60,60.666666666666664,medium,pass,2,-0.49851947510105793,normal
male,group c,associate's degree,standard,none,62,65,58,61.666666666666664,medium,pass,3,-0.4283449994393098,normal
male,group d,high school,standard,completed,55,41,48,48.0,low,pass,-14,-1.3873961668165338,normal
female,group c,associate's degree,standard,none,91,95,94,93.33333333333333,high,pass,4,1.7938467298493799,normal
female,group b,high school,free/reduced,none,8,24,23,18.333333333333332,low,fail,16,-3.469238944781728,outlier
male,group d,some high school,standard,none,81,78,78,79.0,medium,pass,-3,0.7880125786976574,normal
male,group b,some high school,standard,completed,79,85,86,83.33333333333333,high,pass,6,1.0921019732318988,normal
female,group a,some college,standard,completed,78,87,91,85.33333333333333,high,pass,9,1.232450924555395,normal
female,group c,some high school,standard,none,74,75,82,77.0,medium,pass,1,0.6476636273741612,normal
male,group a,high school,standard,none,57,51,54,54.0,low,pass,-6,-0.9663493128460451,normal
female,group c,associate's degree,standard,none,40,59,51,50.0,low,pass,19,-1.2470472154930374,normal
male,group e,some high school,standard,completed,81,75,76,77.33333333333333,medium,pass,-6,0.6710551192614101,normal
female,group a,some high school,free/reduced,none,44,45,45,44.666666666666664,low,pass,1,-1.6213110856890276,normal
female,group d,some college,free/reduced,completed,67,86,83,78.66666666666667,medium,pass,19,0.7646210868104083,normal
male,group e,high school,free/reduced,completed,86,81,75,80.66666666666667,high,pass,-5,0.9049700381339045,normal
female,group b,some high school,standard,completed,65,82,78,75.0,medium,pass,17,0.5073146760506649,normal
female,group d,associate's degree,free/reduced,none,55,76,76,69.0,medium,pass,21,0.08626782208017639,normal
female,group d,bachelor's degree,free/reduced,none,62,72,74,69.33333333333333,medium,pass,10,0.10965931396742541,normal
male,group a,high school,standard,none,63,63,62,62.666666666666664,medium,pass,0,-0.35817052377756176,normal
female,group e,master's degree,standard,completed,88,99,95,94.0,high,pass,11,1.8406297136238787,normal
male,group c,high school,free/reduced,none,62,55,55,57.333333333333336,low,pass,-7,-0.7324343939735513,normal
female,group c,high school,free/reduced,completed,59,71,65,65.0,medium,pass,12,-0.19443008056681602,normal
female,group d,some college,standard,completed,68,78,77,74.33333333333333,medium,pass,10,0.4605316922761659,normal
female,group d,some college,free/reduced,none,77,86,86,83.0,high,pass,9,1.0687104813446497,normal
